produto;instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
LC;SANTINVEST;R$ 1.000,00;24,27%;R$ 1.242,71;BBB- FITCH;721 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;38,67%;R$ 1.386,75;Sem Rating;1080 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO MASTER;R$ 1.000,00;38,74%;R$ 1.387,37;BBB FITCH;1083 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;SIMPALA FINANCEIRA;R$ 1.000,00;38,74%;R$ 1.387,37;Sem Rating;1083 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO VOITER;R$ 1.000,00;39,11%;R$ 1.391,11;Sem Rating;1091 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;39,36%;R$ 1.393,62;Sem Rating;1095 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;39,36%;R$ 1.393,62;BBB S&P;1097 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO MASTER;R$ 1.000,00;55,19%;R$ 1.551,89;BBB- FITCH;1440 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO MASTER;R$ 1.000,00;55,26%;R$ 1.552,60;BBB FITCH;1441 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;56,25%;R$ 1.562,52;BBB S&P;1463 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO MASTER;R$ 1.000,00;56,39%;R$ 1.563,94;BBB- FITCH;1465 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 1.000,00;75,03%;R$ 1.750,33;Sem Rating;1825 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.093,95;29,57%;R$ 1.417,38;Sem Rating;859 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.104,00;28,70%;R$ 1.420,88;Sem Rating;838 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO MASTER;R$ 1.112,77;27,91%;R$ 1.423,29;BBB- FITCH;817 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO MASTER;R$ 1.117,53;27,62%;R$ 1.426,21;BBB- FITCH;810 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.250,91;31,00%;R$ 1.638,66;Sem Rating;894 dias;No ;119,94% CDI;LCI/LCA 101.95% CDI
CDB;BANCO MASTER;R$ 1.283,18;28,93%;R$ 1.654,44;BBB- FITCH;842 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.283,94;28,76%;R$ 1.653,21;Sem Rating;839 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.311,46;26,77%;R$ 1.662,60;Sem Rating;786 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.324,60;25,60%;R$ 1.663,69;Sem Rating;755 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.327,39;25,49%;R$ 1.665,70;Sem Rating;751 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;55,19%;R$ 7.759,46;BBB- FITCH;1440 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;73,67%;R$ 8.683,45;BBB- FITCH;1800 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;73,75%;R$ 8.687,44;BB+ FITCH;1803 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;74,87%;R$ 8.743,58;BBB- FITCH;1825 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;74,87%;R$ 8.743,58;BBB- FITCH;1825 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;74,87%;R$ 8.743,58;BBB- FITCH;1825 dias;;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;96,49%;R$ 9.824,66;BBB- FITCH;2190 dias;;120,0% CDI;LCI/LCA 102.0% CDI
LC;SANTINVEST;R$ 10.000,00;24,27%;R$ 12.427,08;BBB- FITCH;721 dias;;120,0% CDI;LCI/LCA 102.0% CDI
LC;AGORACRED;R$ 10.000,00;73,67%;R$ 17.366,90;Sem Rating;1800 dias;;120,0% CDI;LCI/LCA 102.0% CDI
LF;CARUANA FINANCEIRA;R$ 50.000,00;24,27%;R$ 62.135,38;BBB S&P;721 dias;;120,0% CDI;LCI/LCA 102.0% CDI
LFSN;BANCO MERCANTIL;R$ 374.327,58;94,58%;R$ 728.384,35;BBB+ S&P;2161 dias;No ;120,0% CDI;LCI/LCA 102.0% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;73,41%;R$ 8.670,69;BBB- FITCH;1800 dias;;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO MASTER;R$ 1,37;130,25%;R$ 3,15;BBB- FITCH;2688 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER;R$ 1,38;128,95%;R$ 3,15;BBB- FITCH;2672 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER;R$ 1,38;128,63%;R$ 3,15;BBB- FITCH;2667 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER;R$ 1,38;128,42%;R$ 3,15;BBB- FITCH;2665 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER;R$ 1,40;126,18%;R$ 3,16;BBB- FITCH;2633 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER;R$ 1,40;125,75%;R$ 3,16;BBB- FITCH;2627 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER;R$ 1,40;124,91%;R$ 3,16;BBB- FITCH;2616 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER;R$ 1,42;123,54%;R$ 3,16;BBB- FITCH;2595 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;74,86%;R$ 1.748,61;Sem Rating;1825 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;74,70%;R$ 1.747,01;Sem Rating;1825 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.015,19;93,46%;R$ 1.963,97;Sem Rating;2147 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.015,70;93,28%;R$ 1.963,14;Sem Rating;2143 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.025,44;91,59%;R$ 1.964,60;Sem Rating;2114 dias;No ;13,50%PRÉ;LCI/LCA 11.47% PRÉ
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.260,61;30,13%;R$ 1.640,37;Sem Rating;874 dias;No ;119,74% CDI;LCI/LCA 101.78% CDI
CDB;BANCO MASTER;R$ 1.000,00;24,19%;R$ 1.241,94;BBB FITCH;721 dias;;CDI + 2,1%;LCI/LCA 1.78% CDI
CDB;AGIBANK;R$ 1.000,00;55,81%;R$ 1.558,15;BBB+ FITCH;1462 dias;;114,75% CDI;LCI/LCA 97.54% CDI
CDB;BANCO MASTER;R$ 1.000,00;73,47%;R$ 1.734,72;BBB FITCH;1803 dias;;CDI + 2,1%;LCI/LCA 1.78% CDI
CDB;BANCO MASTER;R$ 1.000,00;74,59%;R$ 1.745,90;BBB- FITCH;1825 dias;No ;CDI + 2,1%;LCI/LCA 1.78% CDI
CDB;BANCO C6 CONSIGNADO S.A.;R$ 1.137,50;24,34%;R$ 1.414,34;Sem Rating;726 dias;No ;CDI + 2,09%;LCI/LCA 1.78% CDI
CDB;BANCO MASTER;R$ 1.000,00;109,90%;R$ 2.099,01;BBB- FITCH;2404 dias;No ;13,46%PRÉ;LCI/LCA 11.44% PRÉ
CDB;CALCRED;R$ 1.000,00;38,54%;R$ 1.385,44;Sem Rating;1083 dias;;119,5% CDI;LCI/LCA 101.58% CDI
CDB;BANCO VOITER;R$ 1.000,00;38,54%;R$ 1.385,44;Sem Rating;1083 dias;;119,5% CDI;LCI/LCA 101.58% CDI
CDB;BANCO C6 CONSIGNADO S.A.;R$ 1.139,74;24,15%;R$ 1.415,00;Sem Rating;721 dias;No ;CDI + 2,08%;LCI/LCA 1.77% CDI
CDB;BANCO MASTER;R$ 1.089,40;80,78%;R$ 1.969,43;BBB- FITCH;1939 dias;No ;13,45%PRÉ;LCI/LCA 11.43% PRÉ
CDB;BANCO VOITER;R$ 1.097,31;28,53%;R$ 1.410,35;Sem Rating;838 dias;No ;119,36% CDI;LCI/LCA 101.46% CDI
CDB;BANCO VOITER;R$ 1.000,00;24,10%;R$ 1.240,99;Sem Rating;721 dias;;119,25% CDI;LCI/LCA 101.36% CDI
CDB;BANCO BMG;R$ 100,00;24,48%;R$ 124,48;B+ FITCH;731 dias;No ;119,0% CDI;LCI/LCA 101.15% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;11,20%;R$ 1.111,99;Sem Rating;365 dias;No ;119,0% CDI;LCI/LCA 98.17% CDI
CDB;WILLBANK;R$ 1.000,00;11,20%;R$ 1.111,99;Sem Rating;365 dias;No ;119,0% CDI;LCI/LCA 98.17% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;24,04%;R$ 1.240,42;BBB S&P;721 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO OMNI;R$ 1.000,00;24,04%;R$ 1.240,42;Sem Rating;721 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;24,42%;R$ 1.244,24;BBB S&P;730 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;24,42%;R$ 1.244,24;BBB S&P;730 dias;No ;119,0% CDI;LCI/LCA 101.15% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;31,00%;R$ 1.310,05;Sem Rating;900 dias;No ;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO VOITER;R$ 1.000,00;30,95%;R$ 1.309,47;Sem Rating;900 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO VOITER;R$ 1.000,00;31,06%;R$ 1.310,63;Sem Rating;902 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO MASTER;R$ 1.000,00;38,29%;R$ 1.382,89;BBB- FITCH;1080 dias;;119,0% CDI;LCI/LCA 101.15% CDI
LC;SANTINVEST;R$ 1.000,00;38,29%;R$ 1.382,89;BBB- FITCH;1080 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO MASTER;R$ 1.000,00;39,03%;R$ 1.390,30;BBB- FITCH;1098 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO DIGIMAIS;R$ 1.000,00;55,73%;R$ 1.557,26;Sem Rating;1460 dias;No ;119,0% CDI;LCI/LCA 101.15% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;74,03%;R$ 1.740,32;BBB S&P;1825 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;74,03%;R$ 1.740,32;BBB S&P;1825 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;74,03%;R$ 1.740,32;BBB S&P;1825 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO MASTER DE INVESTIME;R$ 1.021,18;91,48%;R$ 1.955,35;Sem Rating;2128 dias;No ;13,40%PRÉ;LCI/LCA 11.39% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.023,22;91,04%;R$ 1.954,76;Sem Rating;2120 dias;No ;13,40%PRÉ;LCI/LCA 11.39% PRÉ
CDB;CARUANA FINANCEIRA;R$ 5.000,00;24,04%;R$ 6.202,12;BBB S&P;721 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;54,68%;R$ 7.733,79;BBB- FITCH;1441 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;54,68%;R$ 7.733,79;BB+ FITCH;1441 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;55,59%;R$ 7.779,25;BBB- FITCH;1462 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;55,59%;R$ 7.779,25;BBB- FITCH;1462 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;55,59%;R$ 7.779,25;BBB- FITCH;1462 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;72,85%;R$ 8.642,30;BBB- FITCH;1800 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;72,85%;R$ 8.642,30;BBB- FITCH;1800 dias;;119,0% CDI;LCI/LCA 101.15% CDI
LC;AGORACRED;R$ 5.000,00;72,92%;R$ 8.646,24;Sem Rating;1803 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;BANCO ORIGINAL;R$ 10.000,00;38,29%;R$ 13.828,91;BB+ FITCH;1080 dias;;119,0% CDI;LCI/LCA 101.15% CDI
LC;AGORACRED;R$ 10.000,00;54,61%;R$ 15.460,61;Sem Rating;1440 dias;;119,0% CDI;LCI/LCA 101.15% CDI
CDB;SF3;R$ 1.000,00;24,17%;R$ 1.241,69;Sem Rating;724 dias;;114,0% CDI;LCI/LCA 96.9% CDI
CDB;BANCO NBC;R$ 1.000,00;38,26%;R$ 1.382,56;AAA FITCH;1080 dias;;114,07% CDI;LCI/LCA 96.96% CDI
CDB;C6 BANK;R$ 1.000,00;38,91%;R$ 1.389,06;A- S&P;1095 dias;;114,0% CDI;LCI/LCA 96.9% CDI
CDB;BANCO PAULISTA;R$ 1.000,00;55,35%;R$ 1.553,51;BB+ S&P;1462 dias;;114,0% CDI;LCI/LCA 96.9% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 1.000,00;72,56%;R$ 1.725,59;BB+ FITCH;1800 dias;;114,0% CDI;LCI/LCA 96.9% CDI
CDB;BANCO PAULISTA;R$ 1.000,00;74,06%;R$ 1.740,58;BB+ S&P;1827 dias;;114,0% CDI;LCI/LCA 96.9% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 1.000,00;93,12%;R$ 1.931,15;BB+ FITCH;2159 dias;;114,0% CDI;LCI/LCA 96.9% CDI
CDB;WILLBANK;R$ 1.120,17;26,76%;R$ 1.419,98;Sem Rating;796 dias;No ;118,87% CDI;LCI/LCA 101.04% CDI
CDB;WILLBANK;R$ 1.120,84;26,76%;R$ 1.420,84;Sem Rating;796 dias;No ;118,87% CDI;LCI/LCA 101.04% CDI
Debênture;LIGGA TELECOMUNICACOES S.A.;R$ 1.129,49;127,11%;R$ 2.565,23;Sem Rating;2390 dias;;IPCA +8,5%;CDB IPCA + 10.0%
Debênture;LIGGA TELECOMUNICACOES S.A.;R$ 1.129,49;127,11%;R$ 2.565,23;Sem Rating;2390 dias;;IPCA +8,5%;CDB IPCA + 10.0%
Debênture;LIGGA TELECOMUNICACOES S.A.;R$ 1.129,49;127,11%;R$ 2.565,23;Sem Rating;2390 dias;;IPCA +8,5%;CDB IPCA + 10.0%
CDB;BANCO DIGIMAIS;R$ 5.000,00;54,24%;R$ 7.711,79;BBB- FITCH;1438 dias;;114,0% CDI;LCI/LCA 96.9% CDI
CDB;LECCA FINANCEIRA;R$ 50.000,00;10,62%;R$ 55.308,98;Sem Rating;360 dias;;114,0% CDI;LCI/LCA 91.2% CDI
CDB;BANCO NBC;R$ 1.000,00;54,20%;R$ 1.542,00;AAA FITCH;1438 dias;;113,94% CDI;LCI/LCA 96.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;54,52%;R$ 1.545,23;BBB FITCH;1441 dias;;CDI + 2,0%;LCI/LCA 1.7% CDI
CDB;BANCO MASTER;R$ 1.000,00;55,50%;R$ 1.554,99;BBB- FITCH;1460 dias;No ;CDI + 2,0%;LCI/LCA 1.7% CDI
CDB;BANCO NBC;R$ 1.000,00;72,44%;R$ 1.724,39;AAA FITCH;1800 dias;;113,86% CDI;LCI/LCA 96.78% CDI
CDB;BANCO MASTER;R$ 1.003,49;110,34%;R$ 2.110,76;BBB- FITCH;2425 dias;No ;13,37%PRÉ;LCI/LCA 11.36% PRÉ
CRI;TOTAL EXPRESS;R$ 1.096,03;80,53%;R$ 1.978,63;Sem Rating;1722 dias;;CDI + 2,0%;CDB CDI + 2.35%
CRI;TOTAL EXPRESS;R$ 1.096,03;80,53%;R$ 1.978,63;Sem Rating;1722 dias;;CDI + 2,0%;CDB CDI + 2.35%
CRI;TOTAL EXPRESS;R$ 1.096,03;80,53%;R$ 1.978,63;Sem Rating;1722 dias;;CDI + 2,0%;CDB CDI + 2.35%
CDB;BANCO MASTER;R$ 1.001,00;110,52%;R$ 2.107,28;BBB- FITCH;2430 dias;No ;13,36%PRÉ;LCI/LCA 11.36% PRÉ
CDB;AGIBANK;R$ 1.000,00;38,80%;R$ 1.388,03;BBB+ FITCH;1095 dias;;113,75% CDI;LCI/LCA 96.69% CDI
CDB;BANCO MASTER;R$ 1.003,49;138,26%;R$ 2.390,90;BBB- FITCH;2819 dias;No ;13,35%PRÉ;LCI/LCA 11.35% PRÉ
CDB;BANCO MASTER;R$ 1.008,49;132,24%;R$ 2.342,08;BBB- FITCH;2742 dias;No ;13,35%PRÉ;LCI/LCA 11.35% PRÉ
Banco C6;CDB;;;;;;;;118,5% CDI
Banco C6;CDB;;;;;;;;118,5% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;24,31%;R$ 1.243,08;BBB S&P;730 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;BANCO VOITER;R$ 1.000,00;30,85%;R$ 1.308,54;Sem Rating;901 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;38,77%;R$ 1.387,72;BBB S&P;1095 dias;No ;118,5% CDI;LCI/LCA 100.72% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;38,71%;R$ 1.387,10;BBB S&P;1096 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;38,71%;R$ 1.387,10;BBB S&P;1096 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;38,71%;R$ 1.387,10;BBB S&P;1096 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;55,36%;R$ 1.553,58;BBB S&P;1460 dias;No ;118,5% CDI;LCI/LCA 100.72% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;55,29%;R$ 1.552,88;BBB S&P;1462 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;55,29%;R$ 1.552,88;BBB S&P;1462 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;55,29%;R$ 1.552,88;BBB S&P;1462 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;38,16%;R$ 6.907,89;BB+ FITCH;1083 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;38,71%;R$ 6.935,50;BBB- FITCH;1096 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;38,71%;R$ 6.935,50;BBB- FITCH;1096 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;38,71%;R$ 6.935,50;BBB- FITCH;1096 dias;;118,5% CDI;LCI/LCA 100.72% CDI
CDB;BANCO MASTER;R$ 1.000,00;38,07%;R$ 1.380,71;BBB FITCH;1083 dias;;CDI + 1,95%;LCI/LCA 1.66% CDI
CDB;BANCO MERCANTIL;R$ 1.000,00;73,62%;R$ 1.736,22;BBB+ S&P;1827 dias;;113,5% CDI;LCI/LCA 96.47% CDI
CDB;BANCO VOITER;R$ 1.000,00;23,87%;R$ 1.238,71;Sem Rating;721 dias;;118,25% CDI;LCI/LCA 100.51% CDI
CDB;BANCO VOITER;R$ 1.000,00;23,87%;R$ 1.238,71;Sem Rating;721 dias;;118,25% CDI;LCI/LCA 100.51% CDI
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;55,21%;R$ 1.552,07;Sem Rating;1460 dias;No ;13,30%PRÉ;LCI/LCA 11.3% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;55,14%;R$ 1.551,37;Sem Rating;1460 dias;No ;13,30%PRÉ;LCI/LCA 11.3% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.020,52;90,58%;R$ 1.944,89;Sem Rating;2128 dias;No ;13,30%PRÉ;LCI/LCA 11.3% PRÉ
CDB;BANCO MASTER;R$ 1.061,79;83,75%;R$ 1.951,08;BBB- FITCH;2009 dias;No ;13,30%PRÉ;LCI/LCA 11.3% PRÉ
CDB;PAGBANK;R$ 1,01;8,81%;R$ 1,10;Sem Rating;302 dias;No ;118,0% CDI;LCI/LCA 94.4% CDI
CDB;NUBANK;R$ 1,02;19,77%;R$ 1,22;Sem Rating;624 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;NUBANK;R$ 1,03;18,76%;R$ 1,22;Sem Rating;596 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;PAGBANK;R$ 1,03;7,24%;R$ 1,10;Sem Rating;250 dias;No ;118,0% CDI;LCI/LCA 94.4% CDI
CDB;NUBANK;R$ 1,07;4,46%;R$ 1,11;Sem Rating;162 dias;No ;118,0% CDI;LCI/LCA 91.45% CDI
CDB;BANCO BMG;R$ 1,07;3,85%;R$ 1,11;B+ FITCH;141 dias;No ;118,0% CDI;LCI/LCA 91.45% CDI
CDB;BANCO BMG;R$ 1,10;19,57%;R$ 1,31;B+ FITCH;618 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;BANCO BMG;R$ 1,10;19,11%;R$ 1,31;B+ FITCH;607 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;BANCO BMG;R$ 1,10;19,11%;R$ 1,31;B+ FITCH;607 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;BANCO BMG;R$ 1,12;1,08%;R$ 1,13;B+ FITCH;41 dias;No ;118,0% CDI;LCI/LCA 91.45% CDI
CDB;BANCO BMG;R$ 1,12;17,07%;R$ 1,31;B+ FITCH;548 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;BANCO BMG;R$ 1,12;16,63%;R$ 1,31;B+ FITCH;537 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;BANCO BMG;R$ 1,20;5,74%;R$ 1,27;B+ FITCH;201 dias;No ;118,0% CDI;LCI/LCA 94.4% CDI
CDB;BANCO RCI;R$ 50,00;37,90%;R$ 68,95;AA+ MOODYS;1081 dias;;118,0% CDI;LCI/LCA 100.3% CDI
Banco C6;CDB;;;;;;;;118,0% CDI
CDB;BANCO BMG;R$ 500,00;73,35%;R$ 866,77;B+ FITCH;1827 dias;30 Dias;118,0% CDI;LCI/LCA 100.3% CDI
CDB;MIDWAY;R$ 988,97;23,81%;R$ 1.224,49;Sem Rating;721 dias;No ;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 995,27;22,59%;R$ 1.220,12;BB+ FITCH;705 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;5,19%;R$ 1.051,90;Sem Rating;181 dias;No ;118,0% CDI;LCI/LCA 94.4% CDI
CDB;WILLBANK;R$ 1.000,00;5,19%;R$ 1.051,90;Sem Rating;181 dias;No ;118,0% CDI;LCI/LCA 94.4% CDI
CDB;WILLBANK;R$ 1.000,00;5,15%;R$ 1.051,48;Sem Rating;181 dias;No ;118,0% CDI;LCI/LCA 94.4% CDI
CDB;WILLBANK;R$ 1.000,00;11,10%;R$ 1.110,99;Sem Rating;365 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;WILLBANK;R$ 1.000,00;16,78%;R$ 1.167,77;Sem Rating;540 dias;No ;118,0% CDI;LCI/LCA 97.35% CDI
CDB;BANCO OMNI;R$ 1.000,00;24,19%;R$ 1.241,92;A S&P;730 dias;No ;118,0% CDI;LCI/LCA 100.3% CDI
CDB;QISTA S.A.;R$ 1.000,00;24,19%;R$ 1.241,92;Sem Rating;730 dias;No ;118,0% CDI;LCI/LCA 100.3% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;24,19%;R$ 1.241,92;Sem Rating;730 dias;No ;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO ORIGINAL;R$ 1.000,00;37,78%;R$ 1.377,83;BB+ FITCH;1078 dias;;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO ORIGINAL;R$ 1.000,00;38,58%;R$ 1.385,75;BB+ FITCH;1095 dias;No ;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO VOITER;R$ 1.000,00;38,58%;R$ 1.385,75;Sem Rating;1095 dias;No ;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO OMNI;R$ 1.000,00;38,58%;R$ 1.385,75;A S&P;1095 dias;No ;118,0% CDI;LCI/LCA 100.3% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;45,81%;R$ 1.458,14;BBB S&P;1261 dias;;118,0% CDI;LCI/LCA 100.3% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;46,59%;R$ 1.465,93;BBB S&P;1278 dias;;118,0% CDI;LCI/LCA 100.3% CDI
LC;SANTINVEST;R$ 1.000,00;54,03%;R$ 1.540,25;BBB- FITCH;1440 dias;;118,0% CDI;LCI/LCA 100.3% CDI
LC;SANTINVEST;R$ 1.000,00;72,03%;R$ 1.720,27;BBB- FITCH;1800 dias;;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO SEMEAR;R$ 1.000,00;72,11%;R$ 1.721,05;Sem Rating;1803 dias;;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO DIGIMAIS;R$ 1.000,00;73,20%;R$ 1.731,98;BBB- FITCH;1825 dias;No ;118,0% CDI;LCI/LCA 100.3% CDI
