Player;Season;Club;Comp;App;GS;Ass;MoM;AvP;YC;RC;Position
Reece JAMES;5;Santos FC;Divisão 1;15 (0);0;0;0;6.67;2;0;D(RC),DM,M(R)
Reece JAMES;4;Santos FC;Divisão 2;27 (0);0;0;1;6.81;2;0;D(RC),DM,M(R)
Reece JAMES;3;Santos FC;Divisão 1;8 (1);0;0;0;6.33;2;1;D(RC),DM,M(R)
Reece JAMES;2;Corinthians;Divisão 1;20 (3);1;3;1;6.61;3;0;D(RC),DM,M(R)
William SALIBA;11;Palmeiras;Divisão 1;0 (0);0;0;0;0.00;0;0;D(C)
William SALIBA;11;Monterrey;Divisão 2;27 (0);1;0;1;7.04;3;0;D(C)
William SALIBA;10;Independiente;Divisão 1;16 (0);0;0;0;6.62;1;0;D(C)
William SALIBA;9;Independiente;Divisão 2;29 (0);4;0;0;6.86;5;0;D(C)
William SALIBA;8;Independiente;Divisão 1;22 (0);1;0;0;6.27;4;1;D(C)
William SALIBA;7;Independiente;Divisão 1;17 (0);0;0;0;6.12;1;0;D(C)
William SALIBA;6;Independiente;Divisão 1;7 (4);0;0;0;6.36;3;0;D(C)
William SALIBA;5;Boca Juniors;Divisão 2;6 (0);0;0;0;6.17;1;0;D(C)
William SALIBA;4;Boca Juniors;Divisão 1;1 (0);0;0;0;6.00;1;0;D(C)
William SALIBA;3;Boca Juniors;Divisão 2;4 (0);1;0;0;7.00;0;0;D(C)
Julián ÁLVAREZ;11;Grêmio;Divisão 1;0 (0);0;0;0;0.00;0;0;AM,F(RLC)
Julián ÁLVAREZ;11;Santos FC;Divisão 2;20 (0);7;7;4;7.35;4;1;AM,F(RLC)
Julián ÁLVAREZ;10;Santos FC;Divisão 2;25 (0);12;11;2;6.80;5;0;AM,F(RLC)
Julián ÁLVAREZ;9;Santos FC;Divisão 1;27 (1);9;4;2;6.64;1;0;AM,F(RLC)
Julián ÁLVAREZ;8;Santos FC;Divisão 1;26 (0);10;7;3;7.00;7;0;AM,F(RLC)
Julián ÁLVAREZ;7;Santos FC;Divisão 1;25 (2);7;12;3;7.07;1;1;AM,F(RLC)
Julián ÁLVAREZ;6;Santos FC;Divisão 1;17 (0);3;3;0;6.76;3;1;AM,F(RLC)
Julián ÁLVAREZ;4;Santos FC;Divisão 2;0 (1);0;0;0;8.00;0;0;AM,F(RLC)
Gonzalez PEDRI;11;Lanús;Divisão 2;0 (0);0;0;0;0.00;0;0;M,AM(LC)
Gonzalez PEDRI;11;Cruzeiro;Divisão 1;15 (0);2;3;2;7.13;2;0;M,AM(LC)
Gonzalez PEDRI;10;SC Internacional;Divisão 2;15 (0);1;0;1;7.00;1;0;M,AM(LC)
Gonzalez PEDRI;9;Corinthians;Divisão 1;27 (0);5;2;1;7.15;4;0;M,AM(LC)
Gonzalez PEDRI;8;Corinthians;Divisão 1;30 (0);2;1;2;7.07;4;0;M,AM(LC)
Gonzalez PEDRI;7;Lanús;Divisão 1;24 (1);2;4;0;6.68;1;0;M,AM(LC)
Gonzalez PEDRI;6;Lanús;Divisão 1;29 (0);10;8;5;7.00;2;0;M,AM(LC)
Gonzalez PEDRI;5;Atlanta United;Divisão 1;27 (0);0;3;0;6.52;4;1;M,AM(LC)
Gonzalez PEDRI;4;Atlanta United;Divisão 2;14 (0);1;1;0;6.71;1;0;M,AM(LC)
Gonzalez PEDRI;4;Santos FC;Divisão 2;14 (0);2;0;1;7.00;0;0;M,AM(LC)
Gonzalez PEDRI;3;Santos FC;Divisão 1;14 (1);3;1;0;6.73;5;0;M,AM(LC)
Gonzalez PEDRI;2;Santos FC;Divisão 2;8 (0);0;2;0;7.12;1;0;M,AM(LC)
Thomas MÜLLER;11;River Plate;Divisão 2;24 (0);7;14;5;7.67;3;0;AM,F(RC)
Thomas MÜLLER;10;River Plate;Divisão 2;28 (1);9;8;5;7.48;3;0;AM,F(RC)
Romelu LUKAKU;11;Vélez Sársfield;Divisão 1;26 (3);4;6;3;7.38;3;1;F(C)
Romelu LUKAKU;10;Vélez Sársfield;Divisão 2;25 (1);11;3;7;7.54;2;0;F(C)
Kieran TRIPPIER;9;Nacional;Divisão 2;7 (0);0;0;0;6.86;1;0;D,DM,M(RL)
Álvaro MORATA;11;Toronto FC;Divisão 2;0 (0);0;0;0;0.00;0;0;AM(L),F(LC)
Álvaro MORATA;11;Barcelona SC;Divisão 2;28 (0);11;9;7;7.61;5;0;AM(L),F(LC)
Álvaro MORATA;10;Barcelona SC;Divisão 2;20 (0);6;3;2;7.10;2;1;AM(L),F(LC)
Álvaro MORATA;9;Universidad de Chile;Divisão 2;24 (0);17;7;7;8.00;3;0;AM(L),F(LC)
Álvaro MORATA;8;Universidad de Chile;Divisão 2;28 (0);21;13;12;8.29;4;1;AM(L),F(LC)
Álvaro MORATA;5;Lanús;Divisão 2;22 (0);7;4;3;7.36;2;0;AM(L),F(LC)
Álvaro MORATA;4;Lanús;Divisão 2;8 (0);0;1;0;6.75;0;0;AM(L),F(LC)
Mateo KOVAČIĆ;11;Universidad de Chile;Divisão 2;19 (0);0;1;0;5.89;3;0;DM,M(C)
Mateo KOVAČIĆ;10;Universidad de Chile;Divisão 2;28 (2);4;1;0;7.17;4;0;DM,M(C)
Mateo KOVAČIĆ;8;Grêmio;Divisão 1;28 (0);2;0;0;7.00;6;0;DM,M(C)
Marcelo BROZOVIĆ;9;D.C. United;Divisão 1;11 (0);0;0;0;7.00;3;0;DM,M(C)
Hakan ÇALHANOĞLU;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;DM,M,AM(C)
Hakan ÇALHANOĞLU;11;Independiente;Divisão 1;21 (0);3;2;1;7.19;2;0;DM,M,AM(C)
Hakan ÇALHANOĞLU;9;Vélez Sársfield;Divisão 2;26 (0);2;4;1;7.00;2;1;DM,M,AM(C)
Hakan ÇALHANOĞLU;4;Grêmio;Divisão 1;21 (0);4;4;0;7.00;2;0;DM,M,AM(C)
Hakan ÇALHANOĞLU;3;Grêmio;Divisão 1;23 (0);4;5;1;7.09;3;2;DM,M,AM(C)
Hakan ÇALHANOĞLU;1;Estudiantes de LP;Divisão 2;24 (0);11;20;7;8.17;2;1;DM,M,AM(C)
Raheem STERLING;11;Orlando City SC;Divisão 1;0 (0);0;0;0;0.00;0;0;AM,F(RLC)
Luke SHAW;2;Palmeiras;Divisão 2;9 (0);1;0;0;7.11;1;0;D(LC),DM,M(L)
Luke SHAW;1;Palmeiras;Divisão 2;17 (0);0;0;0;6.71;1;1;D(LC),DM,M(L)
Adrien RABIOT;11;Vélez Sársfield;Divisão 1;0 (0);0;0;0;0.00;0;0;DM(C),M(LC)
Adrien RABIOT;10;Estudiantes de LP;Divisão 2;1 (0);0;0;0;6.00;0;0;DM(C),M(LC)
Adrien RABIOT;9;Estudiantes de LP;Divisão 2;22 (0);2;1;0;6.68;1;0;DM(C),M(LC)
Riyad MAHREZ;10;Palmeiras;Divisão 1;17 (4);4;6;2;7.43;4;0;AM(RC),F(R)
Riyad MAHREZ;9;Lanús;Divisão 2;25 (0);6;3;1;7.48;4;0;AM(RC),F(R)
Riyad MAHREZ;7;Palmeiras;Divisão 1;29 (0);8;13;7;7.59;6;0;AM(RC),F(R)
Milan SKRINIAR;11;Cruz Azul;Divisão 2;29 (0);1;1;1;6.97;4;0;D(C)
José María GIMÉNEZ;9;Colo-Colo;Divisão 1;26 (0);1;1;1;6.96;5;0;D(C)
Kingsley COMAN;11;Boca Juniors;Divisão 2;25 (0);5;7;2;7.36;1;2;M,AM(RL)
Kingsley COMAN;10;Colo-Colo;Divisão 1;23 (0);3;8;3;7.35;5;0;M,AM(RL)
Kingsley COMAN;8;D.C. United;Divisão 1;29 (0);3;2;1;7.14;5;0;M,AM(RL)
Kingsley COMAN;7;Santos FC;Divisão 1;28 (1);7;8;5;7.38;1;0;M,AM(RL)
Mike MAIGNAN;10;São Paulo FC;Divisão 1;26 (0);0;0;5;7.12;0;0;GK
Mike MAIGNAN;9;Atlético Mineiro;Divisão 2;30 (0);0;0;0;6.27;0;0;GK
Mike MAIGNAN;8;São Paulo FC;Divisão 2;3 (0);0;0;0;5.67;0;0;GK
Mike MAIGNAN;7;São Paulo FC;Divisão 1;13 (0);0;0;1;6.85;0;0;GK
Mike MAIGNAN;7;Pachuca;Divisão 2;4 (0);0;0;0;6.00;0;0;GK
Mike MAIGNAN;6;Pachuca;Divisão 2;13 (0);0;0;2;6.69;0;0;GK
Mike MAIGNAN;3;Atlético Mineiro;Divisão 1;30 (0);0;0;2;6.47;0;0;GK
Mike MAIGNAN;2;Atlético Mineiro;Divisão 1;9 (0);0;0;0;6.89;0;0;GK
Mike MAIGNAN;2;Boca Juniors;Divisão 1;13 (0);0;0;1;6.85;0;0;GK
Jack GREALISH;11;Monterrey;Divisão 2;0 (0);0;0;0;0.00;0;0;AM(LC),F(L)
Jack GREALISH;11;Atlanta United;Divisão 1;28 (0);12;17;8;7.89;3;0;AM(LC),F(L)
Jack GREALISH;10;Lanús;Divisão 2;23 (0);14;10;7;7.78;1;0;AM(LC),F(L)
Jack GREALISH;9;Vélez Sársfield;Divisão 2;16 (0);3;3;1;7.50;1;0;AM(LC),F(L)
Jack GREALISH;8;Vélez Sársfield;Divisão 2;16 (0);9;11;4;7.94;0;0;AM(LC),F(L)
Jack GREALISH;8;Cruzeiro;Divisão 1;1 (0);0;0;0;6.00;0;0;AM(LC),F(L)
Jack GREALISH;7;Cruzeiro;Divisão 1;23 (0);8;4;3;7.22;1;0;AM(LC),F(L)
Jack GREALISH;6;Cruzeiro;Divisão 2;21 (0);10;3;3;7.86;3;0;AM(LC),F(L)
Jack GREALISH;5;Corinthians;Divisão 1;28 (0);0;2;0;6.64;5;0;AM(LC),F(L)
Jack GREALISH;4;Corinthians;Divisão 1;25 (4);2;2;0;6.62;4;0;AM(LC),F(L)
Jack GREALISH;3;Vélez Sársfield;Divisão 2;12 (0);2;2;1;5.58;4;0;AM(LC),F(L)
Jack GREALISH;2;Vélez Sársfield;Divisão 1;24 (0);3;2;1;6.67;0;0;AM(LC),F(L)
Jack GREALISH;1;Vélez Sársfield;Divisão 1;24 (0);12;4;3;7.17;1;0;AM(LC),F(L)
Sergej MILINKOVIĆ-SAVIĆ;11;San Lorenzo;Divisão 2;26 (0);4;1;2;7.08;2;3;M,AM(C)
Sergej MILINKOVIĆ-SAVIĆ;8;Boca Juniors;Divisão 2;23 (0);1;0;1;7.39;3;1;M,AM(C)
Mikel MERINO;11;Flamengo;Divisão 1;28 (0);0;7;0;7.21;4;0;DM,M,AM(C)
Mikel MERINO;10;Flamengo;Divisão 1;26 (0);2;2;1;6.96;3;1;DM,M,AM(C)
Mikel MERINO;9;Flamengo;Divisão 2;28 (0);5;2;1;7.14;3;0;DM,M,AM(C)
Mikel MERINO;8;Flamengo;Divisão 2;29 (0);3;5;1;7.38;7;0;DM,M,AM(C)
Jamal MUSIALA;11;Corinthians;Divisão 1;27 (0);7;3;6;7.26;4;0;M(C),AM(LC)
Jamal MUSIALA;10;Club América;Divisão 2;17 (1);2;3;0;7.11;0;1;M(C),AM(LC)
Jamal MUSIALA;9;Santos FC;Divisão 1;26 (1);1;5;0;6.74;3;0;M(C),AM(LC)
Jamal MUSIALA;8;Orlando City SC;Divisão 2;14 (0);2;6;2;7.71;1;0;M(C),AM(LC)
Jamal MUSIALA;7;Corinthians;Divisão 2;17 (0);5;0;1;6.94;3;0;M(C),AM(LC)
Jamal MUSIALA;6;Flamengo;Divisão 1;13 (2);1;1;0;6.40;3;1;M(C),AM(LC)
Jamal MUSIALA;5;Flamengo;Divisão 1;2 (3);1;0;0;6.80;0;0;M(C),AM(LC)
Jamal MUSIALA;4;Santos FC;Divisão 2;0 (1);0;0;0;7.00;1;0;M(C),AM(LC)
Jamal MUSIALA;3;Club América;Divisão 2;0 (1);0;0;0;6.00;0;0;M(C),AM(LC)
Jamal MUSIALA;3;Santos FC;Divisão 1;0 (1);0;0;0;6.00;0;0;M(C),AM(LC)
Florian WIRTZ;11;Lanús;Divisão 2;30 (0);12;8;7;7.40;2;0;AM,F(RLC)
Florian WIRTZ;10;Vélez Sársfield;Divisão 2;24 (1);3;2;0;6.40;0;1;AM,F(RLC)
Florian WIRTZ;9;Palmeiras;Divisão 1;29 (0);1;1;0;6.79;3;0;AM,F(RLC)
Florian WIRTZ;8;Palmeiras;Divisão 1;28 (0);1;2;0;6.32;6;0;AM,F(RLC)
Florian WIRTZ;7;Palmeiras;Divisão 1;12 (0);1;0;0;6.92;3;1;AM,F(RLC)
Florian WIRTZ;7;Independiente;Divisão 1;14 (0);2;1;0;6.71;2;0;AM,F(RLC)
Florian WIRTZ;6;Independiente;Divisão 1;23 (4);6;3;1;6.89;1;1;AM,F(RLC)
Florian WIRTZ;5;Independiente;Divisão 2;10 (1);1;4;0;7.18;1;0;AM,F(RLC)
Florian WIRTZ;5;Atlanta United;Divisão 1;8 (0);1;1;0;6.50;0;0;AM,F(RLC)
Florian WIRTZ;4;Atlanta United;Divisão 2;2 (2);0;0;0;6.50;1;0;AM,F(RLC)
Florian WIRTZ;4;São Paulo FC;Divisão 1;2 (0);0;0;0;6.00;2;0;AM,F(RLC)
Florian WIRTZ;3;D.C. United;Divisão 2;3 (0);1;0;0;7.00;1;0;AM,F(RLC)
Florian WIRTZ;2;Santos FC;Divisão 2;2 (1);0;0;0;6.67;1;0;AM,F(RLC)
Enzo FERNÁNDEZ;11;Santos FC;Divisão 2;22 (0);0;1;0;6.41;4;1;DM,M,AM(C)
Enzo FERNÁNDEZ;10;Santos FC;Divisão 2;26 (0);2;2;1;6.54;1;1;DM,M,AM(C)
Enzo FERNÁNDEZ;9;Santos FC;Divisão 1;25 (2);0;1;0;6.15;6;1;DM,M,AM(C)
Enzo FERNÁNDEZ;8;Santos FC;Divisão 1;14 (0);2;0;0;6.21;3;0;DM,M,AM(C)
Enzo FERNÁNDEZ;8;Orlando City SC;Divisão 2;8 (0);2;0;0;7.00;0;1;DM,M,AM(C)
Enzo FERNÁNDEZ;7;Orlando City SC;Divisão 2;1 (0);1;0;0;8.00;0;0;DM,M,AM(C)
Enzo FERNÁNDEZ;7;SC Internacional;Divisão 1;1 (0);0;0;0;6.00;0;0;DM,M,AM(C)
Martín ZUBIMENDI;11;Atlético Mineiro;Divisão 2;28 (0);1;3;0;6.57;3;0;DM,M(C)
Martín ZUBIMENDI;10;Atlético Mineiro;Divisão 2;26 (0);5;1;0;6.69;1;1;DM,M(C)
Martín ZUBIMENDI;9;Atlético Mineiro;Divisão 2;25 (0);3;1;0;6.64;2;0;DM,M(C)
Martín ZUBIMENDI;8;Atlético Mineiro;Divisão 1;27 (0);3;2;0;6.22;5;0;DM,M(C)
Martín ZUBIMENDI;7;Atlético Mineiro;Divisão 2;26 (0);1;5;0;6.85;1;0;DM,M(C)
Martín ZUBIMENDI;6;Atlético Mineiro;Divisão 2;14 (0);2;1;0;6.57;1;0;DM,M(C)
Martín ZUBIMENDI;5;Toronto FC;Divisão 2;12 (0);0;1;0;5.92;0;0;DM,M(C)
Martín ZUBIMENDI;4;Toronto FC;Divisão 2;3 (0);0;1;0;6.67;1;0;DM,M(C)
Martín ZUBIMENDI;4;São Paulo FC;Divisão 1;2 (0);0;1;0;6.50;1;0;DM,M(C)
Pablo GAVI;11;Tigres UANL;Divisão 1;16 (0);3;4;1;7.38;4;0;M(C),AM(RLC)
Pablo GAVI;10;Tigres UANL;Divisão 1;27 (0);6;11;5;7.48;2;0;M(C),AM(RLC)
Pablo GAVI;9;Palmeiras;Divisão 1;28 (0);5;0;0;6.75;5;1;M(C),AM(RLC)
Pablo GAVI;8;Palmeiras;Divisão 1;30 (0);5;3;1;7.00;1;1;M(C),AM(RLC)
Pablo GAVI;7;Palmeiras;Divisão 1;25 (0);3;1;0;6.24;5;0;M(C),AM(RLC)
Pablo GAVI;6;Palmeiras;Divisão 1;2 (1);0;0;0;6.33;0;0;M(C),AM(RLC)
Pablo GAVI;5;Palmeiras;Divisão 1;1 (2);0;0;0;6.67;1;0;M(C),AM(RLC)
Pablo GAVI;4;Palmeiras;Divisão 1;1 (0);0;0;0;5.00;0;0;M(C),AM(RLC)
Ollie WATKINS;11;Corinthians;Divisão 1;25 (0);7;12;2;7.28;3;0;AM(RL),F(RLC)
Ollie WATKINS;10;Corinthians;Divisão 1;29 (0);8;10;4;7.28;2;0;AM(RL),F(RLC)
Ollie WATKINS;9;Corinthians;Divisão 1;1 (0);0;1;0;8.00;0;0;AM(RL),F(RLC)
Ollie WATKINS;9;São Paulo FC;Divisão 1;18 (0);7;7;3;7.17;3;0;AM(RL),F(RLC)
Ollie WATKINS;6;Colo-Colo;Divisão 1;15 (0);3;4;2;6.87;1;0;AM(RL),F(RLC)
Ollie WATKINS;4;Cruzeiro;Divisão 2;3 (0);1;0;0;6.33;1;0;AM(RL),F(RLC)
Ollie WATKINS;3;Cruzeiro;Divisão 2;2 (0);2;1;1;8.00;0;0;AM(RL),F(RLC)
Ollie WATKINS;2;Monterrey;Divisão 1;3 (0);0;1;0;6.67;1;0;AM(RL),F(RLC)
Franck KESSIÉ;9;Grêmio;Divisão 1;24 (0);1;1;1;6.50;1;1;DM,M,AM(C)
Franck KESSIÉ;7;Universidad de Chile;Divisão 2;26 (0);5;0;1;7.50;1;0;DM,M,AM(C)
Franck KESSIÉ;5;Tigres UANL;Divisão 1;13 (0);2;2;1;6.38;1;0;DM,M,AM(C)
Franck KESSIÉ;3;Universidad de Chile;Divisão 2;17 (0);3;5;2;7.47;0;0;DM,M,AM(C)
Fabián RUIZ;11;Cruzeiro;Divisão 1;13 (0);0;0;0;6.38;2;0;DM,M,AM(C)
Fabián RUIZ;10;D.C. United;Divisão 2;28 (1);2;3;1;6.83;6;0;DM,M,AM(C)
João PALHINHA;11;Santos FC;Divisão 2;23 (0);3;1;1;6.83;5;0;DM,M(C)
João PALHINHA;10;Santos FC;Divisão 2;27 (0);3;0;1;6.15;4;0;DM,M(C)
João PALHINHA;9;Santos FC;Divisão 1;16 (2);0;1;0;6.11;3;1;DM,M(C)
João PALHINHA;8;Santos FC;Divisão 1;26 (0);1;1;1;6.15;3;0;DM,M(C)
João PALHINHA;7;Colo-Colo;Divisão 1;15 (2);0;0;0;6.12;2;0;DM,M(C)
João PALHINHA;6;Colo-Colo;Divisão 1;17 (0);2;0;1;6.18;2;1;DM,M(C)
João PALHINHA;4;SC Internacional;Divisão 2;16 (0);1;0;0;6.56;2;0;DM,M(C)
João PALHINHA;3;SC Internacional;Divisão 1;15 (0);0;1;0;6.27;3;0;DM,M(C)
João PALHINHA;2;SC Internacional;Divisão 2;5 (0);1;2;0;7.20;0;1;DM,M(C)
Federico DIMARCO;10;Peñarol;Divisão 1;22 (4);0;0;0;6.85;2;0;D(LC),DM,M(L)
Federico DIMARCO;9;Peñarol;Divisão 1;25 (0);1;0;0;6.44;1;1;D(LC),DM,M(L)
Federico DIMARCO;8;Peñarol;Divisão 1;30 (0);4;4;0;6.37;3;0;D(LC),DM,M(L)
Federico DIMARCO;7;Peñarol;Divisão 2;23 (0);4;4;0;6.74;0;0;D(LC),DM,M(L)
Federico DIMARCO;6;Peñarol;Divisão 2;12 (0);1;1;0;6.67;3;0;D(LC),DM,M(L)
Federico DIMARCO;5;Monterrey;Divisão 1;17 (0);0;0;0;6.24;6;0;D(LC),DM,M(L)
Federico DIMARCO;4;Monterrey;Divisão 1;14 (0);0;0;0;5.86;2;0;D(LC),DM,M(L)
Federico DIMARCO;3;Monterrey;Divisão 1;1 (1);0;0;0;6.00;0;0;D(LC),DM,M(L)
Marcos LLORENTE;11;Flamengo;Divisão 1;29 (0);5;2;4;6.62;2;0;D(R),DM,M,AM(RC)
Marcos LLORENTE;10;Flamengo;Divisão 1;22 (0);2;2;1;6.45;3;0;D(R),DM,M,AM(RC)
Marcos LLORENTE;2;Estudiantes de LP;Divisão 1;10 (0);1;2;1;7.30;1;0;D(R),DM,M,AM(RC)
Marcos LLORENTE;1;Vélez Sársfield;Divisão 1;25 (0);8;11;4;7.00;3;2;D(R),DM,M,AM(RC)
Denzel DUMFRIES;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M(R)
Denzel DUMFRIES;9;Vélez Sársfield;Divisão 2;24 (0);1;0;0;6.38;2;0;D,DM,M(R)
Denzel DUMFRIES;8;Corinthians;Divisão 1;24 (0);0;0;0;6.17;3;0;D,DM,M(R)
Denzel DUMFRIES;7;Corinthians;Divisão 2;15 (0);0;0;0;6.53;1;0;D,DM,M(R)
Denzel DUMFRIES;6;Atlético Mineiro;Divisão 2;4 (0);0;0;0;6.50;1;0;D,DM,M(R)
Denzel DUMFRIES;5;Atlético Mineiro;Divisão 1;23 (0);0;1;0;5.91;3;0;D,DM,M(R)
Denzel DUMFRIES;4;Atlético Mineiro;Divisão 1;24 (0);0;0;0;6.42;4;2;D,DM,M(R)
Denzel DUMFRIES;3;Atlético Mineiro;Divisão 1;24 (2);0;0;0;6.15;4;0;D,DM,M(R)
Denzel DUMFRIES;2;Flamengo;Divisão 2;21 (0);0;1;0;6.86;1;0;D,DM,M(R)
André ONANA;7;Orlando City SC;Divisão 2;29 (0);0;0;0;6.21;0;0;GK
André ONANA;6;Orlando City SC;Divisão 1;16 (0);0;0;2;6.69;0;0;GK
Lorenzo PELLEGRINI;9;New York City FC;Divisão 1;20 (0);2;2;1;6.55;4;0;M,AM(C)
Manuel AKANJI;11;Boca Juniors;Divisão 2;8 (0);0;0;0;6.25;1;0;D(RLC),DM(C)
Manuel AKANJI;11;Pachuca;Divisão 2;18 (1);0;0;0;6.79;3;1;D(RLC),DM(C)
Manuel AKANJI;11;Cruz Azul;Divisão 2;0 (0);0;0;0;0.00;0;0;D(RLC),DM(C)
Manuel AKANJI;10;Cruz Azul;Divisão 2;26 (0);0;1;0;6.85;2;1;D(RLC),DM(C)
Manuel AKANJI;9;Cruz Azul;Divisão 2;24 (0);0;2;0;6.71;3;0;D(RLC),DM(C)
Manuel AKANJI;8;Cruz Azul;Divisão 2;7 (0);3;0;1;6.71;0;0;D(RLC),DM(C)
Manuel AKANJI;7;Grêmio;Divisão 1;27 (0);1;0;0;6.44;7;0;D(RLC),DM(C)
Manuel AKANJI;6;Colo-Colo;Divisão 1;17 (0);1;0;0;6.24;2;1;D(RLC),DM(C)
Manuel AKANJI;5;Colo-Colo;Divisão 2;18 (0);1;0;2;7.11;0;1;D(RLC),DM(C)
Manuel AKANJI;4;Colo-Colo;Divisão 2;16 (0);0;0;0;6.88;1;0;D(RLC),DM(C)
Benjamin PAVARD;10;Vélez Sársfield;Divisão 2;5 (0);0;0;0;7.20;1;0;D(RC),DM(R)
Benjamin PAVARD;9;Cruz Azul;Divisão 2;11 (0);0;0;0;6.82;2;0;D(RC),DM(R)
Benjamin PAVARD;8;Cruz Azul;Divisão 2;7 (0);0;0;0;6.29;1;0;D(RC),DM(R)
Ismaël BENNACER;11;D.C. United;Divisão 2;21 (0);2;1;1;6.86;3;0;DM,M,AM(C)
Ismaël BENNACER;10;Monterrey;Divisão 1;22 (0);4;3;3;6.86;6;0;DM,M,AM(C)
Ismaël BENNACER;9;Monterrey;Divisão 1;27 (0);5;6;4;6.85;4;0;DM,M,AM(C)
Ismaël BENNACER;7;Universidad de Chile;Divisão 2;24 (0);5;5;0;7.42;5;0;DM,M,AM(C)
Ismaël BENNACER;6;Santos FC;Divisão 1;29 (0);6;1;3;6.55;4;0;DM,M,AM(C)
Ismaël BENNACER;5;Santos FC;Divisão 1;28 (0);3;3;2;6.89;6;0;DM,M,AM(C)
Ismaël BENNACER;3;Independiente;Divisão 1;18 (0);1;1;1;6.56;3;0;DM,M,AM(C)
Ismaël BENNACER;2;Universidad de Chile;Divisão 2;13 (0);4;1;2;7.62;2;0;DM,M,AM(C)
Ismaël BENNACER;1;Universidad de Chile;Divisão 2;9 (0);1;0;0;7.11;0;1;DM,M,AM(C)
Marcus THURAM;11;Orlando City SC;Divisão 1;0 (0);0;0;0;0.00;0;0;AM(L),F(LC)
Marcus THURAM;11;Estudiantes de LP;Divisão 1;22 (0);10;0;5;7.36;4;1;AM(L),F(LC)
Marcus THURAM;10;Pachuca;Divisão 2;13 (0);1;3;0;6.85;1;1;AM(L),F(LC)
Marcus THURAM;9;Pachuca;Divisão 2;5 (0);1;0;0;6.40;0;0;AM(L),F(LC)
Marcus THURAM;9;Pachuca;Divisão 2;18 (0);7;3;1;6.83;1;0;AM(L),F(LC)
Marcus THURAM;8;Monterrey;Divisão 2;20 (0);7;6;2;7.35;0;1;AM(L),F(LC)
Marcus THURAM;7;D.C. United;Divisão 1;14 (0);0;1;0;6.14;1;0;AM(L),F(LC)
Marcus THURAM;6;D.C. United;Divisão 2;9 (1);6;6;4;7.90;1;0;AM(L),F(LC)
Marcus THURAM;5;D.C. United;Divisão 2;11 (0);3;0;0;6.18;0;0;AM(L),F(LC)
Marcus THURAM;3;Vasco da Gama;Divisão 1;27 (0);2;1;0;4.96;3;0;AM(L),F(LC)
Marcus THURAM;2;Vasco da Gama;Divisão 1;8 (0);5;3;4;7.88;2;0;AM(L),F(LC)
Marcus THURAM;2;Boca Juniors;Divisão 1;2 (0);0;0;0;6.00;0;0;AM(L),F(LC)
Marcus THURAM;1;Boca Juniors;Divisão 2;28 (1);8;2;0;6.52;5;0;AM(L),F(LC)
Rodrigo BENTANCUR;9;Peñarol;Divisão 1;23 (1);2;3;0;6.38;4;1;DM,M(C)
Andrade RICHARLISON;11;Colo-Colo;Divisão 1;0 (0);0;0;0;0.00;0;0;AM,F(RLC)
Andrade RICHARLISON;11;Boca Juniors;Divisão 2;15 (0);4;2;3;7.13;0;2;AM,F(RLC)
Andrade RICHARLISON;11;River Plate;Divisão 2;7 (0);0;1;0;7.00;1;0;AM,F(RLC)
Andrade RICHARLISON;10;River Plate;Divisão 2;24 (0);5;8;1;7.25;5;0;AM,F(RLC)
Andrade RICHARLISON;9;River Plate;Divisão 1;22 (0);7;8;3;7.36;1;0;AM,F(RLC)
Andrade RICHARLISON;8;River Plate;Divisão 1;13 (0);4;4;0;7.00;1;0;AM,F(RLC)
Andrade RICHARLISON;8;Independiente;Divisão 1;10 (1);5;0;1;6.55;1;0;AM,F(RLC)
Andrade RICHARLISON;7;Santos FC;Divisão 1;29 (0);13;12;2;6.93;6;0;AM,F(RLC)
Andrade RICHARLISON;6;Palmeiras;Divisão 1;29 (0);6;4;3;7.31;7;0;AM,F(RLC)
Andrade RICHARLISON;5;Universidad de Chile;Divisão 1;17 (0);3;5;3;7.29;2;0;AM,F(RLC)
Andrade RICHARLISON;4;Universidad de Chile;Divisão 2;28 (0);19;23;6;8.36;6;0;AM,F(RLC)
Andrade RICHARLISON;3;Universidad de Chile;Divisão 2;18 (6);10;13;4;8.00;2;0;AM,F(RLC)
Ferland MENDY;9;Cruz Azul;Divisão 2;24 (0);1;2;1;6.88;1;0;D,DM,M(L)
Frank ANGUISSA;11;New York City FC;Divisão 1;15 (0);1;1;0;6.67;4;0;DM,M(C)
Frank ANGUISSA;10;New York City FC;Divisão 1;27 (0);3;0;1;6.59;2;0;DM,M(C)
Frank ANGUISSA;9;New York City FC;Divisão 1;25 (0);1;2;1;6.28;3;0;DM,M(C)
Frank ANGUISSA;8;New York City FC;Divisão 1;27 (0);3;2;3;6.74;1;0;DM,M(C)
Frank ANGUISSA;7;New York City FC;Divisão 1;26 (0);4;3;1;6.46;1;0;DM,M(C)
Frank ANGUISSA;6;New York City FC;Divisão 1;16 (11);0;0;0;6.19;1;0;DM,M(C)
Frank ANGUISSA;5;New York City FC;Divisão 1;20 (6);1;4;0;6.38;2;0;DM,M(C)
Frank ANGUISSA;3;Atlético Mineiro;Divisão 1;21 (3);3;0;1;6.21;1;0;DM,M(C)
